"","first_name","last_name","baker_age","baker_occupation","hometown","signature_bake","show_stopper","series","episode","technical","result"
"2890","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange, Rhubarb & Ginger Crumble Cake","'Mock-accino and Croissant' Cake",8,10,NA,NA
"2891","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,1,2,"IN"
"2892","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,2,2,"IN"
"2893","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,3,1,"STAR BAKER"
"2894","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,4,5,"IN"
"2895","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,5,6,"IN"
"2896","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,6,7,"IN"
"2897","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,7,1,"IN"
"2898","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,8,1,"STAR BAKER"
"2899","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,9,1,"STAR BAKER"
"2900","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",3,10,1,"Runner-up"
"2901","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,1,2,"IN"
"2902","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,2,3,"IN"
"2903","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,3,9,"IN"
"2904","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,4,2,"IN"
"2905","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,5,7,"OUT"
"2906","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,6,NA,NA
"2907","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,7,NA,NA
"2908","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,8,NA,NA
"2909","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,9,NA,NA
"2910","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Rhubarb and Custard Whirls","'Coppit' Game",8,10,NA,NA
"2911","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,1,2,"IN"
"2912","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,2,2,"IN"
"2913","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,3,1,"STAR BAKER"
"2914","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,4,5,"IN"
"2915","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,5,6,"IN"
"2916","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,6,7,"IN"
"2917","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,7,1,"IN"
"2918","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,8,1,"STAR BAKER"
"2919","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,9,1,"STAR BAKER"
"2920","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",3,10,1,"Runner-up"
"2921","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,1,2,"IN"
"2922","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,2,3,"IN"
"2923","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,3,9,"IN"
"2924","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,4,2,"IN"
"2925","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,5,7,"OUT"
"2926","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,6,NA,NA
"2927","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,7,NA,NA
"2928","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,8,NA,NA
"2929","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,9,NA,NA
"2930","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",8,10,NA,NA
"2931","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,1,2,"IN"
"2932","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,2,2,"IN"
"2933","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,3,1,"STAR BAKER"
"2934","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,4,5,"IN"
"2935","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,5,6,"IN"
"2936","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,6,7,"IN"
"2937","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,7,1,"IN"
"2938","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,8,1,"STAR BAKER"
"2939","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,9,1,"STAR BAKER"
"2940","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",3,10,1,"Runner-up"
"2941","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,1,2,"IN"
"2942","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,2,3,"IN"
"2943","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,3,9,"IN"
"2944","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,4,2,"IN"
"2945","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,5,7,"OUT"
"2946","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,6,NA,NA
"2947","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,7,NA,NA
"2948","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,8,NA,NA
"2949","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,9,NA,NA
"2950","James","Morton",21,"Medical student","Hillswick, Shetland Islands","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",8,10,NA,NA
"2951","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,1,2,"IN"
"2952","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,2,2,"IN"
"2953","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,3,1,"STAR BAKER"
"2954","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,4,5,"IN"
"2955","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,5,6,"IN"
"2956","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,6,7,"IN"
"2957","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,7,1,"IN"
"2958","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,8,1,"STAR BAKER"
"2959","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,9,1,"STAR BAKER"
"2960","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",3,10,1,"Runner-up"
"2961","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,1,2,"IN"
"2962","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,2,3,"IN"
"2963","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,3,9,"IN"
"2964","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,4,2,"IN"
"2965","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,5,7,"OUT"
"2966","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,6,NA,NA
"2967","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,7,NA,NA
"2968","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,8,NA,NA
"2969","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,9,NA,NA
"2970","James","Morton",21,"Medical student","Hillswick, Shetland Islands","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",8,10,NA,NA
"2971","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,1,13,"IN"
"2972","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,2,11,"OUT"
"2973","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,3,NA,NA
"2974","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,4,NA,NA
"2975","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,5,NA,NA
"2976","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,6,NA,NA
"2977","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,7,NA,NA
"2978","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,8,NA,NA
"2979","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,9,NA,NA
"2980","Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,10,10,NA,NA
"2981","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,1,7,"STAR BAKER"
"2982","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,2,2,"IN"
"2983","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,3,9,"IN"
"2984","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,4,3,"IN"
"2985","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,5,1,"IN"
"2986","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,6,4,"IN"
"2987","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,7,4,"IN"
"2988","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,8,5,"IN"
"2989","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,9,1,"IN"
"2990","Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,10,3,"Runner-up"
"2991","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,1,7,"STAR BAKER"
"2992","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,2,2,"IN"
"2993","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,3,9,"IN"
"2994","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,4,3,"IN"
"2995","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,5,1,"IN"
"2996","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,6,4,"IN"
"2997","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,7,4,"IN"
"2998","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,8,5,"IN"
"2999","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,9,1,"IN"
"3000","Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",7,10,3,"Runner-up"
"3001","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,1,7,"STAR BAKER"
"3002","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,2,2,"IN"
"3003","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,3,9,"IN"
"3004","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,4,3,"IN"
"3005","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,5,1,"IN"
"3006","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,6,4,"IN"
"3007","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,7,4,"IN"
"3008","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,8,5,"IN"
"3009","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,9,1,"IN"
"3010","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",7,10,3,"Runner-up"
"3011","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,1,7,"STAR BAKER"
"3012","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,2,2,"IN"
"3013","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,3,9,"IN"
"3014","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,4,3,"IN"
"3015","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,5,1,"IN"
"3016","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,6,4,"IN"
"3017","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,7,4,"IN"
"3018","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,8,5,"IN"
"3019","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,9,1,"IN"
"3020","Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",7,10,3,"Runner-up"
"3021","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,1,7,"STAR BAKER"
"3022","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,2,2,"IN"
"3023","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,3,9,"IN"
"3024","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,4,3,"IN"
"3025","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,5,1,"IN"
"3026","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,6,4,"IN"
"3027","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,7,4,"IN"
"3028","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,8,5,"IN"
"3029","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,9,1,"IN"
"3030","Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",7,10,3,"Runner-up"
"3031","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,1,7,"STAR BAKER"
"3032","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,2,2,"IN"
"3033","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,3,9,"IN"
"3034","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,4,3,"IN"
"3035","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,5,1,"IN"
"3036","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,6,4,"IN"
"3037","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,7,4,"IN"
"3038","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,8,5,"IN"
"3039","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,9,1,"IN"
"3040","Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",7,10,3,"Runner-up"
"3041","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,1,7,"STAR BAKER"
"3042","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,2,2,"IN"
"3043","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,3,9,"IN"
"3044","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,4,3,"IN"
"3045","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,5,1,"IN"
"3046","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,6,4,"IN"
"3047","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,7,4,"IN"
"3048","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,8,5,"IN"
"3049","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,9,1,"IN"
"3050","Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",7,10,3,"Runner-up"
"3051","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,1,7,"STAR BAKER"
"3052","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,2,2,"IN"
"3053","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,3,9,"IN"
"3054","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,4,3,"IN"
"3055","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,5,1,"IN"
"3056","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,6,4,"IN"
"3057","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,7,4,"IN"
"3058","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,8,5,"IN"
"3059","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,9,1,"IN"
"3060","Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",7,10,3,"Runner-up"
"3061","Jane","Beedle",61,"Garden designer","Beckenham","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",7,1,7,"STAR BAKER"
"3062","Jane","Beedle",61,"Garden designer","Beckenham","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",7,2,2,"IN"
"3063","Jane","Beedle",61,"Garden designer","Beckenham","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",7,3,9,"IN"
"3064","Jane","Beedle",61,"Garden designer","Beckenham","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",7,4,3,"IN"
"3065","Jane","Beedle",61,"Garden designer","Beckenham","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",7,5,1,"IN"
"3066","Jane","Beedle",61,"Garden designer","Beckenham","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",7,6,4,"IN"
"3067","Jane","Beedle",61,"Garden designer","Beckenham","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",7,7,4,"IN"
